name	vOTU_rename	contig_len	provirus	checkv_quality	miuvig_quality	completeness	contamination	family	host	type	expand	AMG_count
PN9RD|k141_592138	vOTU_01931	23296	No	Medium-quality	Genome-fragment	59.86	0	Siphoviridae	Lactobacillaceae	lytic	Yes	0
PN9RL|k141_936036	vOTU_01932	46832	No	High-quality	High-quality	99.03	0	Siphoviridae	Lactobacillaceae	lytic	Yes	0
R35|NODE_1_1	vOTU_01933	44926	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	0
R74|NODE_2_1	vOTU_01934	30017	No	Medium-quality	Genome-fragment	62.96	0	Siphoviridae	Lactobacillaceae	lytic	Yes	0
R74|NODE_3_1	vOTU_01935	67749	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	0
PN4RD|k141_158241	vOTU_01936	53909	No	Medium-quality	Genome-fragment	87.93	0	Siphoviridae	Lactobacillaceae	lytic	No	0
PN5RC|k141_279889	vOTU_01937	33887	No	Medium-quality	Genome-fragment	66.62	0	Siphoviridae	Lactobacillaceae	lytic	No	0
PN5IE|k141_87228	vOTU_01938	26078	No	Medium-quality	Genome-fragment	69.14	0	Siphoviridae	Lactobacillaceae	lytic	No	0
PN1CJ|k141_1343270	vOTU_01939	57945	No	Complete	High-quality	100	0	Siphoviridae	Lactobacillaceae	lytic	No	0
PN2RA|k141_1892781	vOTU_01940	8676	No	Medium-quality	Genome-fragment	63.64	0	Siphoviridae	Lactobacillaceae	lysogenic	No	0
PN13RA|k141_504537_1	vOTU_01941	36293	No	High-quality	High-quality	95.29	0	Myoviridae	Lactobacillaceae	lytic	No	0
PN5CF|k141_62004_1	vOTU_01942	43494	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	No	0
PN10RC|k141_1919999	vOTU_01943	9012	No	Medium-quality	Genome-fragment	66.72	0	Unclassified	Lactobacillaceae	lysogenic	No	0
PN7RD|k141_1303105	vOTU_01944	7326	No	High-quality	High-quality	100	0	Unclassified	Lactobacillaceae	lysogenic	No	0
PN2CA|k141_111184	vOTU_01945	5648	No	High-quality	High-quality	100	0	Unclassified	Lactobacillaceae	lytic	No	0
PN1RC|k141_521083	vOTU_01946	14797	No	Medium-quality	Genome-fragment	64.56	0	Salasmaviridae	Lactobacillaceae	lytic	No	0
PN13RH|k141_1653745	vOTU_01947	5870	No	High-quality	High-quality	100	0	Unclassified	Lactobacillaceae	lysogenic	No	0
PN1CI|k141_62610	vOTU_01948	43201	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	No	0
PN11RI|k141_1058589	vOTU_01949	58192	No	Medium-quality	Genome-fragment	78.68	0	Unclassified	Lactobacillaceae	lysogenic	Yes	2
PN1GF|k141_137299	vOTU_01950	46420	No	Medium-quality	Genome-fragment	61.75	0	Unclassified	Lactobacillaceae	lytic	Yes	2
PN1JJ|k141_158631	vOTU_01951	37314	No	Medium-quality	Genome-fragment	70.18	0	Siphoviridae	Lactobacillaceae	lytic	Yes	2
PN3GE|k141_578927_1	vOTU_01952	41641	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	2
PN7RJ|k141_636203	vOTU_01953	60631	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	2
PN9RF|k141_1509285	vOTU_01954	38227	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	No	2
PN7RN|k141_501888	vOTU_01955	56156	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lytic	No	2
G129|NODE_2	vOTU_01956	52280	No	High-quality	High-quality	100	0	Myoviridae	Lactobacillaceae	lysogenic	Yes	1
J194|NODE_7_1	vOTU_01957	47352	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
J9|NODE_1_1	vOTU_01958	42095	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
PN14RE|k141_278021	vOTU_01959	42535	No	Medium-quality	Genome-fragment	60.76	0	Unclassified	Lactobacillaceae	lytic	Yes	1
PN1JH|k141_154636	vOTU_01960	48567	No	Medium-quality	Genome-fragment	78.54	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
PN1LI|k141_699297	vOTU_01961	29515	No	Medium-quality	Genome-fragment	75.83	0	Siphoviridae	Lactobacillaceae	lytic	Yes	1
PN1RL|k141_285570	vOTU_01962	52214	No	Medium-quality	Genome-fragment	66.6	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
PN2GF|k141_503219	vOTU_01963	54324	No	Medium-quality	Genome-fragment	72.62	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
PN2JA|k141_59044	vOTU_01964	38514	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lytic	Yes	1
PN5IC|k141_42394_1	vOTU_01965	130089	No	High-quality	High-quality	100	0	Siphoviridae	Lactobacillaceae	lysogenic	Yes	1
PN5RF|k141_855827_1	vOTU_01966	38095	No	High-quality	High-quality	97.93	0	Siphoviridae	Lactobacillaceae	lytic	Yes	1
PN7RP|k141_577190	vOTU_01967	26079	No	Medium-quality	Genome-fragment	67.03	0	Siphoviridae	Lactobacillaceae	lytic	Yes	1
PN14RJ|k141_1243262	vOTU_01968	5414	No	Complete	High-quality	100	0	Microviridae	Megasphaeraceae	lytic	Yes	0
PN15RB|k141_15638_1	vOTU_01969	26432	No	Medium-quality	Genome-fragment	58.79	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN15RB|k141_221082	vOTU_01970	67454	No	Complete	High-quality	100	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN15RL|k141_449919_1	vOTU_01971	37288	No	Medium-quality	Genome-fragment	51.04	0	Unclassified	Megasphaeraceae	lytic	Yes	0
PN1GC|k141_155309	vOTU_01972	104244	No	Medium-quality	Genome-fragment	57.33	0	Unclassified	Megasphaeraceae	lytic	Yes	0
PN1GC|k141_242787	vOTU_01973	19639	No	Medium-quality	Genome-fragment	55.59	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN1GC|k141_56394	vOTU_01974	42532	No	High-quality	High-quality	100	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN1GF|k141_82897	vOTU_01975	22258	No	Medium-quality	Genome-fragment	55.25	0	Autographiviridae	Megasphaeraceae	lytic	Yes	0
PN1GJ|k141_363217	vOTU_01976	38191	No	Medium-quality	Genome-fragment	80.58	0	Unclassified	Megasphaeraceae	lytic	Yes	0
PN1GJ|k141_83949	vOTU_01977	9598	No	Medium-quality	Genome-fragment	70.18	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN1GK|k141_83376	vOTU_01978	9023	No	Medium-quality	Genome-fragment	66.03	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN1JH|k141_138913	vOTU_01979	43987	No	Medium-quality	Genome-fragment	70.2	0	Myoviridae	Megasphaeraceae	lysogenic	Yes	0
PN1JH|k141_85541	vOTU_01980	37271	No	High-quality	High-quality	98.53	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN2GC|k141_357361	vOTU_01981	63030	No	Complete	High-quality	100	0	Siphoviridae	Megasphaeraceae	lysogenic	Yes	0
PN2GJ|k141_43713	vOTU_01982	25532	No	Medium-quality	Genome-fragment	56.54	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN2GJ|k141_82200_1	vOTU_01983	38683	No	Medium-quality	Genome-fragment	81.14	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN3DG|k141_32826	vOTU_01984	180377	No	Medium-quality	Genome-fragment	86.93	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN3GB|k141_20042	vOTU_01985	27013	No	Medium-quality	Genome-fragment	65.58	0	Siphoviridae	Megasphaeraceae	lytic	Yes	0
PN3GE|k141_711046	vOTU_01986	29736	No	Medium-quality	Genome-fragment	65.89	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN3JC|k141_21847_1	vOTU_01987	39850	No	High-quality	High-quality	93.8	0	Siphoviridae	Megasphaeraceae	lytic	Yes	0
PN3JD|k141_119053_1	vOTU_01988	34459	No	Medium-quality	Genome-fragment	88.85	0	Siphoviridae	Megasphaeraceae	lysogenic	Yes	0
PN3RE|k141_84184	vOTU_01989	10923	No	Medium-quality	Genome-fragment	55.56	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN5GA|k141_434149_1	vOTU_01990	65177	No	High-quality	High-quality	100	0	Myoviridae	Megasphaeraceae	lysogenic	Yes	0
PN5GC|k141_81590	vOTU_01991	40830	No	Medium-quality	Genome-fragment	65.11	0	Myoviridae	Megasphaeraceae	lysogenic	Yes	0
PN8RF|k141_635351	vOTU_01992	37653	No	Medium-quality	Genome-fragment	85.3	0	Myoviridae	Megasphaeraceae	lysogenic	Yes	0
PN9RD|k141_2139224	vOTU_01993	11190	No	Medium-quality	Genome-fragment	56.74	0	Unclassified	Megasphaeraceae	lysogenic	Yes	0
PN9RF|k141_1426786	vOTU_01994	36176	No	High-quality	High-quality	90.11	0	Unclassified	Megasphaeraceae	lytic	Yes	0
PN9RJ|k141_1648238	vOTU_01995	33153	No	Medium-quality	Genome-fragment	73.25	0	Myoviridae	Megasphaeraceae	lytic	Yes	0
PN9RO|k141_1617648	vOTU_01996	30885	No	Medium-quality	Genome-fragment	76.89	0	Siphoviridae	Megasphaeraceae	lytic	Yes	0
PN10RL|k141_737946_1	vOTU_01997	47819	No	High-quality	High-quality	100	0	Siphoviridae	Megasphaeraceae	lysogenic	No	0
PN1CC|k141_557943_1	vOTU_01998	47471	No	High-quality	High-quality	100	0	Unclassified	Megasphaeraceae	lysogenic	No	0
PN15RB|k141_604070_1	vOTU_01999	34120	No	High-quality	High-quality	93.75	0	Unclassified	Megasphaeraceae	lytic	No	0
PN15RI|k141_358125	vOTU_02000	21010	No	Medium-quality	Genome-fragment	51.73	0	Siphoviridae	Megasphaeraceae	lytic	No	0
PN15RH|k141_446952	vOTU_02001	25236	No	Medium-quality	Genome-fragment	67.24	0	Unclassified	Megasphaeraceae	lytic	No	0
PN9RJ|k141_1303115	vOTU_02002	27382	No	Medium-quality	Genome-fragment	61.97	0	Myoviridae	Megasphaeraceae	lytic	No	0
PN2GC|k141_159867	vOTU_02003	41595	No	Complete	High-quality	100	0	Myoviridae	Megasphaeraceae	lysogenic	No	0
PN15RB|k141_1144513	vOTU_02004	38695	No	Medium-quality	Genome-fragment	51.17	0	Unclassified	Megasphaeraceae	lysogenic	No	2
PN1GJ|k141_176954	vOTU_02005	116310	No	High-quality	High-quality	100	0	Unclassified	Megasphaeraceae	lysogenic	Yes	1
PN1JJ|k141_205117	vOTU_02006	33082	No	High-quality	High-quality	90.04	0	Unclassified	Megasphaeraceae	lytic	Yes	1
PN2GC|k141_119790	vOTU_02007	26167	No	Medium-quality	Genome-fragment	66.52	0	Unclassified	Megasphaeraceae	lysogenic	Yes	1
PN11RD|k141_587992	vOTU_02008	33596	No	Medium-quality	Genome-fragment	88.65	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN12RG|k141_813985_1	vOTU_02009	40076	No	High-quality	High-quality	92.79	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN12RH|k141_1306117	vOTU_02010	36549	No	Medium-quality	Genome-fragment	83.09	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN13RA|k141_1910138	vOTU_02011	9627	No	Medium-quality	Genome-fragment	52.92	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN13RQ|k141_1137841	vOTU_02012	38350	No	Complete	High-quality	100	0	Siphoviridae	Methanobacteriaceae	lytic	Yes	0
PN14RH|k141_877763_1	vOTU_02013	25441	No	Medium-quality	Genome-fragment	64.99	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN14RM|k141_568654_1	vOTU_02014	33469	No	Medium-quality	Genome-fragment	85.85	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN15RC|k141_766063	vOTU_02015	35982	No	Medium-quality	Genome-fragment	57.39	0	Siphoviridae	Methanobacteriaceae	lytic	Yes	0
PN3JE|k141_201604	vOTU_02016	16709	No	Medium-quality	Genome-fragment	71.95	0	Unclassified	Methanobacteriaceae	lysogenic	Yes	0
PN4RA|k141_1174986	vOTU_02017	10151	No	Medium-quality	Genome-fragment	55.81	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN7RL|k141_328858	vOTU_02018	50908	No	Medium-quality	Genome-fragment	86.61	0	Unclassified	Methanobacteriaceae	lytic	Yes	0
PN14RI|k141_972535	vOTU_02019	33130	No	Medium-quality	Genome-fragment	53.09	0	Siphoviridae	Methanobacteriaceae	lytic	No	0
PN4RG|k141_100214	vOTU_02020	132624	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	No	0
PN13RN|k141_738090	vOTU_02021	55433	No	Complete	High-quality	100	0	Siphoviridae	Methanobacteriaceae	lytic	No	0
PN8RA|k141_1502619	vOTU_02022	19140	No	Complete	High-quality	100	0	Siphoviridae	Methanobacteriaceae	lysogenic	No	0
PN16RO|k141_2375820	vOTU_02023	54684	No	Complete	High-quality	100	0	Siphoviridae	Methanobacteriaceae	lytic	No	0
PN14RO|k141_1726974	vOTU_02024	58181	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	No	0
PN1LI|k141_1230638	vOTU_02025	147324	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	No	0
PN9RK|k141_421065	vOTU_02026	64640	No	High-quality	High-quality	100	0	Unclassified	Methanobacteriaceae	lysogenic	No	0
PN1CE|k141_108807	vOTU_02027	163879	No	Complete	High-quality	100	0	Podoviridae_crAss-like	Methanobacteriaceae	lytic	No	0
PN15RE|k141_1065935	vOTU_02028	56865	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	No	0
PN15RF|k141_76192	vOTU_02029	104322	No	Medium-quality	Genome-fragment	70.19	0	Unclassified	Methanobacteriaceae	lytic	Yes	4
PN14RM|k141_687515	vOTU_02030	139139	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	No	4
PN14RT|k141_1417191	vOTU_02031	63970	No	Medium-quality	Genome-fragment	67.02	0	Unclassified	Methanobacteriaceae	lytic	No	4
PN1LE|k141_533333	vOTU_02032	46278	No	Complete	High-quality	100	0	Siphoviridae	Methanobacteriaceae	lytic	Yes	2
PN8RL|k141_1781816	vOTU_02033	113465	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	Yes	2
PN12RJ|k141_874153	vOTU_02034	24707	No	Medium-quality	Genome-fragment	54.93	0	Unclassified	Methanobacteriaceae	lytic	Yes	1
PN16RU|k141_51242	vOTU_02035	44407	No	Complete	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	Yes	1
PN2CJ|k141_2372960	vOTU_02036	30547	No	High-quality	High-quality	100	0	Unclassified	Methanobacteriaceae	lytic	Yes	1
PN8RS|k141_689268	vOTU_02037	56360	No	Medium-quality	Genome-fragment	55	0	Unclassified	Methanobacteriaceae	lytic	Yes	1
PN12RC|k141_291080	vOTU_02038	99069	No	Medium-quality	Genome-fragment	87.85	0	Unclassified	Methanobacteriaceae	lysogenic	No	1
PN4RE|k141_52401	vOTU_02039	8321	No	Medium-quality	Genome-fragment	61.4	0	Unclassified	Moraxellaceae	lysogenic	Yes	0
PN5CE|k141_272127	vOTU_02040	8101	No	Medium-quality	Genome-fragment	63.15	0	Unclassified	Moraxellaceae	lysogenic	Yes	0
PN8RC|k141_463936_1	vOTU_02041	34596	No	High-quality	High-quality	93.6	0	Siphoviridae	Moraxellaceae	lytic	Yes	0
PN8RC|k141_830332	vOTU_02042	22496	No	Medium-quality	Genome-fragment	52.14	0	Siphoviridae	Moraxellaceae	lytic	Yes	0
PN14RP|k141_176976	vOTU_02043	83916	No	Medium-quality	Genome-fragment	70.98	0	Unclassified	Moraxellaceae	lytic	No	0
BL3|NODE_9_1	vOTU_02044	39454	No	High-quality	High-quality	99.93	0	Siphoviridae	multi-families	lysogenic	Yes	0
CH2|NODE_1_1	vOTU_02045	46018	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	Yes	0
CH25|NODE_17_1	vOTU_02046	23775	No	Medium-quality	Genome-fragment	67.69	0	Siphoviridae	multi-families	lysogenic	Yes	0
CH3|NODE_6_1	vOTU_02047	34260	No	Medium-quality	Genome-fragment	83.54	0	Siphoviridae	multi-families	lysogenic	Yes	0
G66|NODE_3_1	vOTU_02048	34969	No	Medium-quality	Genome-fragment	89.23	0	Unclassified	multi-families	lysogenic	Yes	0
G66|NODE_8_1	vOTU_02049	24314	No	Medium-quality	Genome-fragment	50.73	0	Myoviridae	multi-families	lytic	Yes	0
G90|NODE_3_1	vOTU_02050	41042	No	High-quality	High-quality	97.93	0	Siphoviridae	multi-families	lytic	Yes	0
G93|NODE_5_1	vOTU_02051	37695	No	High-quality	High-quality	97.59	0	Siphoviridae	multi-families	lysogenic	Yes	0
GY2|NODE_30_1	vOTU_02052	30120	No	Medium-quality	Genome-fragment	76.28	0	Siphoviridae	multi-families	lytic	Yes	0
GY2|NODE_6_1	vOTU_02053	67503	No	Medium-quality	Genome-fragment	55.16	0	Siphoviridae	multi-families	lysogenic	Yes	0
H40|NODE_9_1	vOTU_02054	40075	No	High-quality	High-quality	95.42	0	Siphoviridae	multi-families	lysogenic	Yes	0
H52|NODE_1_1	vOTU_02055	47227	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
J1005|NODE_5_1	vOTU_02056	56870	No	High-quality	High-quality	100	0	Podoviridae	multi-families	lysogenic	Yes	0
J1005|NODE_6	vOTU_02057	29374	No	Medium-quality	Genome-fragment	80.27	0	Siphoviridae	multi-families	lytic	Yes	0
J1032|NODE_2_1	vOTU_02058	36478	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
J1044|NODE_4_1	vOTU_02059	40060	No	Medium-quality	Genome-fragment	67.3	0	Siphoviridae	multi-families	lysogenic	Yes	0
J1121|NODE_10_1	vOTU_02060	14262	Yes	Medium-quality	Genome-fragment	50.53	40.18	Siphoviridae	multi-families	lysogenic	Yes	0
J1152|NODE_12_1	vOTU_02061	37909	No	High-quality	High-quality	92.32	0	Siphoviridae	multi-families	lysogenic	Yes	0
J1327|NODE_9_1	vOTU_02062	42239	No	High-quality	High-quality	94.96	0	Siphoviridae	multi-families	lysogenic	Yes	0
J1357|NODE_1_1	vOTU_02063	41067	No	Medium-quality	Genome-fragment	89.37	0	Siphoviridae	multi-families	lytic	Yes	0
J1362|NODE_2_1	vOTU_02064	27659	No	Medium-quality	Genome-fragment	51.36	0	Myoviridae	multi-families	lytic	Yes	0
J1385|NODE_9_1	vOTU_02065	32261	No	Medium-quality	Genome-fragment	76.77	0	Siphoviridae	multi-families	lysogenic	Yes	0
J146|NODE_12_1	vOTU_02066	34528	No	Medium-quality	Genome-fragment	75.14	0	Siphoviridae	multi-families	lytic	Yes	0
J154|NODE_26_1	vOTU_02067	25503	No	Medium-quality	Genome-fragment	60.43	0	Myoviridae	multi-families	lytic	Yes	0
J183|NODE_2_1	vOTU_02068	41864	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
J183|NODE_4_1	vOTU_02069	39573	No	High-quality	High-quality	94.07	0	Siphoviridae	multi-families	lysogenic	Yes	0
J383|NODE_7_1	vOTU_02070	42445	No	Medium-quality	Genome-fragment	54.95	0	Unclassified	multi-families	lytic	Yes	0
J383|NODE_8_1	vOTU_02071	43883	No	High-quality	High-quality	100	0	Unclassified	multi-families	lytic	Yes	0
J406|NODE_2_1	vOTU_02072	38929	No	High-quality	High-quality	99.23	0	Siphoviridae	multi-families	lysogenic	Yes	0
J410|NODE_15_1	vOTU_02073	30789	No	Medium-quality	Genome-fragment	78.84	0	Siphoviridae	multi-families	lytic	Yes	0
J410|NODE_4	vOTU_02074	30775	No	Medium-quality	Genome-fragment	81.49	0	Siphoviridae	multi-families	lysogenic	Yes	0
J455|NODE_57	vOTU_02075	26912	No	Medium-quality	Genome-fragment	51.47	0	Siphoviridae	multi-families	lytic	Yes	0
J57|NODE_35	vOTU_02076	24078	No	Medium-quality	Genome-fragment	62.22	0	Myoviridae	multi-families	lytic	Yes	0
J621|NODE_15_1	vOTU_02077	34732	No	Medium-quality	Genome-fragment	73.31	0	Siphoviridae	multi-families	lysogenic	Yes	0
J648|NODE_2_1	vOTU_02078	33320	No	High-quality	High-quality	94.74	0	Myoviridae	multi-families	lysogenic	Yes	0
J788|NODE_12_1	vOTU_02079	37239	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
J9|NODE_4_1	vOTU_02080	42437	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
J99|NODE_1_fragment_1	vOTU_02081	36721	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	Yes	0
K237|NODE_2_1	vOTU_02082	31656	No	Medium-quality	Genome-fragment	63.5	0	Myoviridae	multi-families	lytic	Yes	0
K330|NODE_4_1	vOTU_02083	32712	No	Medium-quality	Genome-fragment	88.55	0	Myoviridae	multi-families	lytic	Yes	0
K332|NODE_4_1	vOTU_02084	39998	No	High-quality	High-quality	97.25	0	Siphoviridae	multi-families	lysogenic	Yes	0
K72|NODE_1_1	vOTU_02085	38055	No	High-quality	High-quality	96.37	0	Siphoviridae	multi-families	lysogenic	Yes	0
K8|NODE_16_1	vOTU_02086	49091	Yes	High-quality	High-quality	92.75	8.91	Myoviridae	multi-families	lysogenic	Yes	0
PN10RA|k141_1050414	vOTU_02087	33387	No	Medium-quality	Genome-fragment	53.38	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RA|k141_1845950	vOTU_02088	39330	No	Complete	High-quality	100	0	Myoviridae	multi-families	lytic	Yes	0
PN10RA|k141_1845956	vOTU_02089	24417	No	Medium-quality	Genome-fragment	60.49	0	Unclassified	multi-families	lytic	Yes	0
PN10RA|k141_1845961	vOTU_02090	39113	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RA|k141_628709	vOTU_02091	32955	No	High-quality	High-quality	91.62	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RB|k141_1726584_1	vOTU_02092	43108	No	High-quality	High-quality	93.6	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RC|k141_1030896	vOTU_02093	24694	No	Medium-quality	Genome-fragment	67.79	0	Unclassified	multi-families	lytic	Yes	0
PN10RC|k141_1221188	vOTU_02094	42722	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RC|k141_1511693	vOTU_02095	29452	No	Medium-quality	Genome-fragment	69.11	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RC|k141_18197	vOTU_02096	63940	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RC|k141_1919932	vOTU_02097	170687	No	Complete	High-quality	100	0	Podoviridae_crAss-like	multi-families	lytic	Yes	0
PN10RC|k141_1919949	vOTU_02098	35337	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RC|k141_1919977	vOTU_02099	28818	No	Medium-quality	Genome-fragment	79.36	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RC|k141_729093	vOTU_02100	39456	No	Complete	High-quality	100	0	Unclassified	multi-families	lysogenic	Yes	0
PN10RC|k141_744940	vOTU_02101	23661	No	Medium-quality	Genome-fragment	59.24	0	Unclassified	multi-families	lytic	Yes	0
PN10RC|k141_789059	vOTU_02102	8944	No	Medium-quality	Genome-fragment	62.73	0	Unclassified	multi-families	lytic	Yes	0
PN10RC|k141_808190	vOTU_02103	39814	No	High-quality	High-quality	93.42	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RC|k141_957591	vOTU_02104	20561	No	Medium-quality	Genome-fragment	58.76	0	Unclassified	multi-families	lytic	Yes	0
PN10RD|k141_1339962	vOTU_02105	33893	No	High-quality	High-quality	92.6	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RD|k141_1616545	vOTU_02106	37663	No	High-quality	High-quality	93.19	0	Unclassified	multi-families	lytic	Yes	0
PN10RD|k141_1905627	vOTU_02107	29409	No	Medium-quality	Genome-fragment	70.9	0	Unclassified	multi-families	lysogenic	Yes	0
PN10RD|k141_2022594	vOTU_02108	32353	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RD|k141_512229	vOTU_02109	41049	No	Medium-quality	Genome-fragment	63.93	0	Unclassified	multi-families	lysogenic	Yes	0
PN10RD|k141_920428	vOTU_02110	29281	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	Yes	0
PN10RE|k141_1543830_1	vOTU_02111	40454	No	Medium-quality	Genome-fragment	84.63	0	Myoviridae	multi-families	lytic	Yes	0
PN10RE|k141_2182097	vOTU_02112	5443	No	Complete	High-quality	100	0	Microviridae	multi-families	lytic	Yes	0
PN10RE|k141_31958	vOTU_02113	21659	No	Medium-quality	Genome-fragment	53.52	0	Unclassified	multi-families	lytic	Yes	0
PN10RE|k141_622676	vOTU_02114	40382	No	High-quality	High-quality	100	0	Unclassified	multi-families	lytic	Yes	0
PN10RE|k141_762330	vOTU_02115	27980	No	Medium-quality	Genome-fragment	65.83	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RE|k141_777982	vOTU_02116	10614	No	High-quality	High-quality	92.39	0	Podoviridae	multi-families	lytic	Yes	0
PN10RF|k141_1040809	vOTU_02117	8740	No	Medium-quality	Genome-fragment	64.23	0	Unclassified	multi-families	lysogenic	Yes	0
PN10RF|k141_1086799	vOTU_02118	34087	No	High-quality	High-quality	98.74	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RF|k141_1190346	vOTU_02119	8505	No	Medium-quality	Genome-fragment	65.85	0	Unclassified	multi-families	lysogenic	Yes	0
PN10RF|k141_1898772	vOTU_02120	55945	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RF|k141_70800	vOTU_02121	35164	No	Medium-quality	Genome-fragment	55.88	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RF|k141_8590	vOTU_02122	31102	No	Medium-quality	Genome-fragment	74.97	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RG|k141_1937959	vOTU_02123	48099	No	Complete	High-quality	100	0	Myoviridae	multi-families	lytic	Yes	0
PN10RG|k141_2131886	vOTU_02124	31001	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	Yes	0
PN10RG|k141_26640	vOTU_02125	52896	No	Medium-quality	Genome-fragment	84.16	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RG|k141_572135	vOTU_02126	19546	No	Medium-quality	Genome-fragment	51.08	0	Myoviridae	multi-families	lytic	Yes	0
PN10RG|k141_652197	vOTU_02127	26782	No	Medium-quality	Genome-fragment	58.73	0	Siphoviridae	multi-families	lytic	Yes	0
PN10RG|k141_683156_1	vOTU_02128	42659	No	High-quality	High-quality	98.56	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RG|k141_81743	vOTU_02129	35499	No	Medium-quality	Genome-fragment	78.44	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RH|k141_1894536	vOTU_02130	114499	No	Medium-quality	Genome-fragment	67.45	0	Unclassified	multi-families	lytic	Yes	0
PN10RH|k141_2145591	vOTU_02131	43525	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	Yes	0
PN10RH|k141_2222338	vOTU_02132	33728	No	High-quality	High-quality	97.83	0	Siphoviridae	multi-families	lysogenic	Yes	0
